"","Intercept","TRAITmean","TRAITdiff","STATEmean","STATEdiff","BPdiff"
"1",0.145970722545937,0.119837185286839,0.0542915379930493,-0.124553659062561,0.110831122912733,-0.0417353699554991
"2",-0.059987025500287,0.343107073687805,0.101213539307655,-0.236670938771989,-0.0180469075293467,-0.0941437992102324
"3",0.230171500880208,0.125634388307156,0.100166578246782,-0.118410461125061,0.0676530458505485,-0.0106152863710761
"4",0.0497103582362065,0.124866302354481,0.123987471139064,-0.0363391488517082,0.0990040301080679,0.0392379271159348
"5",0.0478843216249465,0.102276023621115,0.0530182690729812,-0.00149213494353188,-0.10928270323561,-0.0331292844105864
"6",0.0429658131134174,-0.037417305970846,0.107067193757823,-0.117901952703598,-0.0862581754786485,0.0224135894152859
"7",0.0952867840578841,0.156037753161464,-0.0196391702270588,0.0384072828574532,-0.0116346172186091,0.0505208405990947
"8",0.197578344905842,0.229365751728004,0.170010747920236,-0.249653942116138,0.0825735357363459,-0.0490091764288627
"9",0.00396820264483282,0.179477403900389,0.0742155659960383,-0.150590617663666,0.00340066698009378,-0.0802347494888393
"10",-0.0371745563481003,0.201664398921531,0.0755068770881669,-0.10524210504649,0.189277820459017,0.0566489103325517
"11",0.282043907796671,0.143583826945257,0.15521289889896,-0.211431494578654,-0.108747296669123,-0.122505410814809
"12",-0.0234974664023566,0.374393773394934,0.17255384335899,-0.166663815581414,-0.0498564438396179,0.00488538980851515
"13",0.08651164156223,0.182642554915578,0.102326488110556,-0.175775003932107,0.0388392980837077,-0.154234675421611
"14",-0.0598124786072269,0.325260094338904,0.10148995273661,-0.201513073742096,-0.0029404126461505,-0.0158819019898937
"15",0.119764182166249,0.271558870759194,0.149607097233717,-0.271732052480608,-0.0414754784810299,-0.169720323425266
"16",0.0411043895171607,0.142038888727747,0.165659316776421,-0.00544068612856179,-0.148574036824484,0.0149436141593335
"17",0.105188385634514,0.251797136923694,0.121756264587022,-0.264741119801779,0.0311190590717407,-0.044967493662829
"18",0.192964341871825,0.326633365091426,0.0685417766873202,-0.158182219388836,0.0744966676722106,-0.0245130000647032
"19",0.00423483896862313,0.227159314990104,0.025766211133818,-0.237440571766454,0.0485624527798572,-0.0890131266825798
"20",0.127551874373488,0.480467507988743,0.0954359908889094,-0.340188346742839,0.117764383861698,-0.150054310119684
"21",0.0157781486359787,0.228207211949632,0.156074470043298,-0.202977027522251,0.140986790354184,-0.128376968871965
"22",0.211249126891319,0.210744946684876,0.0586381242500757,-0.186524718296893,-0.0383128729570256,-0.00780448652202689
"23",0.0830985658636326,0.22995190821576,-0.0213205201908797,-0.179414466500721,-0.00830065090455002,-0.180916806538401
"24",0.278829451366582,0.247083366661927,0.262830166902529,-0.14092486621395,0.109980544989579,0.0124340681043138
"25",0.0404131997050314,0.282035543643192,0.0644001313220224,-0.186181192219226,-0.0745601679500131,-0.0726141798125566
"26",0.128915934013013,0.195645805447968,0.201404252541722,-0.132697350699643,0.0580578608878717,-0.0331382416846753
"27",0.0725412212143693,0.177360177380648,-0.035338301117421,-0.0876719646355791,-0.00357421296615427,-0.0372481732986858
"28",0.208153967902354,0.182006054368509,0.199599988812743,-0.0753201225368523,0.061847212011546,0.0252338148821853
"29",0.0720347812052802,0.0908404451035223,0.0878131485153421,0.00639950073867584,-0.171110477909735,-0.0588246893185984
"30",-0.0097771730476261,0.0669407782309762,0.106170012159777,-0.0749999627347128,-0.0562927714329208,-0.0191971263810292
"31",0.235631443719608,0.298322000366304,0.143980094970872,-0.0711494270982378,0.039959532082964,-0.0503518660395705
"32",-0.0941446837147162,0.128075976102955,0.019287137864087,0.0568724063630363,-0.0902402712809504,-0.048999377977433
"33",0.205128100889531,0.0768112726185431,0.150209600310899,-0.054160128384791,0.0578889864800613,0.141596987200708
"34",0.027084740944195,0.362218828685933,0.00151799863653678,-0.24498638370126,0.071693046226147,-0.262732244745324
"35",0.19078960397027,0.138197999709293,0.177956741632644,0.0959837082901707,-0.135472827613149,0.219119783093155
"36",0.196229274000139,0.105183930024999,0.145334912169833,-0.0300387125998554,-0.0680195193877249,0.201828033900716
"37",0.137097481215838,0.192882529238088,0.111918058286751,-0.0504383632791229,-0.0210577952615294,0.21584274499687
"38",0.024455999947207,0.182409622379272,0.0372878946403162,-0.146265100228006,0.134013139789333,-0.200826962577233
"39",0.176802010662734,0.420226278348484,-0.0177980124010498,-0.380065381102609,0.173501299195465,-0.0436057772083018
"40",0.177701743935976,0.437974913011573,-0.0127795361125284,-0.398690478424555,0.178544770793804,-0.0380198200094588
"41",0.221706410921982,0.477905216275505,-0.0105267531903784,-0.408720678039755,0.185154813207961,-0.032321071579297
"42",-0.0312595014733904,0.0298044175284435,0.184412848589285,0.125192620783276,-0.108290894686795,0.0403835957988237
"43",0.203039530399852,0.110948971886825,0.107071733620504,-0.0383377034278518,0.0428387108592309,-0.0463562660424381
"44",0.103614382806357,0.194665991749096,0.103821490181017,-0.131485841621982,0.0697128265097847,-0.131322192318879
"45",0.0930762625270409,0.358224180262294,0.108775651131653,-0.118476111299016,0.108510544671685,-0.20396470610234
"46",0.127000964271176,0.218510009980615,-0.00795058064830279,-0.35417140969672,0.0866469466205522,0.0577025355048398
"47",0.108395831844734,0.130770462677747,0.27095263839238,-0.042620329418511,-0.0178488314026058,-0.0870260937145286
"48",0.0293658714247163,0.100553223728377,0.131919840957928,-0.0980925815949842,0.0859956491165513,0.0156283104777869
"49",0.100284167737983,0.228546941697553,0.145040212464381,-0.263104572410068,0.0144015768698165,-0.0683590868923367
"50",0.243811796509323,0.354299359505177,0.0705501680209246,-0.200901702419838,0.038857553336025,-0.000725499550808513
"51",-0.061438036722592,0.243195571249065,0.128902892707028,-0.0813213159188122,-0.0127036263924104,-0.150283190748073
"52",0.230076104876567,0.265598738451865,0.0908753410959184,-0.286622129849813,0.0470500824537653,-0.01464294014746
"53",0.111734320217596,0.294996049145194,0.0998915813376859,-0.271307884910863,-0.0515250232330934,0.00248733934729794
"54",0.0518424141744143,0.240229268638667,0.115271197254472,-0.110261738031352,-0.0836206819766861,0.00327153980266246
"55",0.119885957741782,0.216173122461512,0.136529516580051,-0.115144982136389,0.0404980780129003,-0.0350427041066448
"56",0.0652328925178732,0.211621792198216,0.124817585948478,-0.189624210060607,-0.0360254681513552,-0.0480490969155638
