"","Intercept","TRAITmean","TRAITdiff","STATEmean","STATEdiff","BPdiff"
"1",0.103956888073667,0.108887641264575,-0.0241298620542438,0.0149658920311566,0.0216097362346229,-0.102393803523225
"2",0.136812271786185,0.349411331847112,0.181377681385919,-0.183735599605683,0.0249363928119239,0.00354562711573682
"3",0.121218440968664,0.240636132770886,0.212460237582434,-0.120636743724291,0.0406755143789603,-0.00744245877276548
"4",0.0880589873826991,0.190514264479885,-0.00938180917737873,-0.179042335977873,0.00581849621726816,-0.134212844186831
"5",0.189441289572601,0.203864621057954,0.178083906763456,-0.156995193709756,-0.0879061805549448,-0.101137805570827
"6",0.117828578502841,0.163316436821484,0.121139774532404,-0.104894516532901,-0.0422378662721456,-0.109799767801065
"7",0.123902292222006,0.160269897993517,0.0515561235229647,-0.0682476457778514,0.0999663539165157,-0.0105669377234554
"8",0.110816036218454,0.195894421517456,0.0924331546735576,-0.0196932797966991,0.0964805095365874,-0.0213196808630542
"9",0.0694946711250861,0.154106929665829,0.115027965402174,-0.0689144187106511,0.138121081460769,-0.0243948223642153
"10",-0.0289158470943656,0.177253591747113,0.0858267646376332,-0.0747122286425037,0.0609165104529655,-0.0360798530474323
"11",0.214227247889761,0.0623568342159377,0.168751810971514,-0.101078454996886,0.123100597412511,-0.0356136018784114
"12",-0.0216748055703334,0.162099887114837,0.104264684792287,-0.133066924214663,-0.105613698555925,0.0316890824696134
"13",0.196341657744135,0.344497621303462,0.0651373427471226,-0.268001799300576,0.210834850049755,-0.152097966123507
"14",0.107554881611097,0.351127729145304,0.077180731441505,-0.391749596520113,0.099546807143997,-0.0729597357032062
"15",0.0736514494188382,0.0891215743789033,0.0819346303187645,0.00847776671613323,-0.00716241880034094,-0.103984328796381
"16",0.0985267821972119,0.0758284741824099,0.112227129559599,-0.00595789607023267,-0.000274974731796813,-0.0850240193492778
"17",0.0702395026040545,0.358380209356433,0.133873503693573,-0.261633826121084,0.04840504346248,-0.0542297597853618
"18",0.0562687121108311,0.358196213413201,0.156311811265291,-0.223986447380413,-0.0500323952690888,-0.14888804799414
"19",0.208835191133305,0.0966622217310292,0.072772731384845,-0.0992329369440059,0.0909125941106069,0.057061949358902
"20",0.0102016610982292,0.244852574857665,0.158538818587086,-0.332457949503345,-0.0866137230224337,-0.0858577543257477
"21",0.15500923126759,0.265271131771125,0.0697846017188656,-0.122650416880267,0.10569720841294,-0.0861228328693747
"22",0.170569680524591,0.201937766724756,0.0130875565634832,-0.138729858324343,0.114064853368812,-0.129203915337907
"23",0.0465865789086893,0.238868799308364,0.108690562086463,-0.209098292057445,0.0150245545425563,-0.0753346462602337
"24",0.0437347805866536,0.223308502251955,0.13572236447895,-0.0619209113475722,0.0315219003584307,0.03199636446814
"25",0.182155375033387,0.309308822937342,0.133608891356434,-0.207328763669334,0.0696572786181363,-0.158504665767705
"26",0.0742730056542631,0.414264524799582,0.17923559945133,-0.33079443441601,-0.0155555739682666,0.0197285836477242
"27",0.127507098085305,0.374296064222355,0.0893712451754249,-0.262815370713068,-0.0340580717818503,-0.0728760858961028
"28",0.116583248163964,0.105521267934404,0.06098045233155,-0.0318557018823598,0.0293899838794643,-0.0772767724992295
"29",0.190869951995237,0.14377780437883,0.175187293493501,-0.0886559805082529,-0.100969080159193,0.128855125616306
"30",-0.00597709864116587,0.0834177838084527,0.0778462626402667,0.00343128857683154,-0.0616291671222226,-0.128797994714441
"31",0.142821061522344,0.197718119207352,0.193826487887404,-0.1332599495766,-0.020257972028341,-0.0365937542332073
"32",0.0900526055550241,0.106461092788361,0.13462092051537,0.0169668804324403,-0.0120504805480751,0.0290285970466859
"33",0.240679579056402,0.136205681693908,0.075782422007291,-0.0845164573588155,-0.0327996885323405,-0.0532314189765965
"34",0.0602389841271246,0.177399211665058,0.15492215063177,-0.100995835623524,-0.0199626606676356,0.0756995861000314
"35",0.09115472644669,0.0840554496415581,0.250627065635234,-0.0678795878712028,-0.0825352793663047,0.0736392527744175
"36",0.143958040752095,0.279558518246583,-0.0105375382348038,-0.125609306515977,0.0990911472035403,-0.0688311360295211
"37",0.0751207205259324,0.158656726041299,0.12856302485021,-0.0544654179846969,0.106348784067375,0.124893557066136
"38",0.101154574233872,0.122946110902206,0.0446195913946626,-0.0590238940306237,-0.100647282417768,-0.247491407372636
"39",0.145707363025015,0.00729512651490975,0.0541583180337039,-0.144861208690285,-0.0337578293933638,-0.182661565784368
"40",0.0261334218808531,0.0906304640621656,0.0558954040439969,0.128046094217339,-0.0228076096970352,0.203461287586856
"41",0.0695489109006245,0.101547168634349,0.0919711309079611,-0.215732360143471,0.063573392338573,-0.250500704207424
"42",0.0354914087809457,0.246955081691117,0.113530665760662,-0.21369519678195,0.0717070143041403,-0.0276395100823669
"43",0.0468512454838986,0.237942246908926,0.12287114666552,-0.244435643070023,0.0713741836547422,-0.00729861050227354
"44",0.14923975427181,0.32806761721358,-0.0298419967657137,-0.127277255634249,0.0928153631891699,-0.0798512814308173
"45",0.0714154423294438,0.114200029282465,0.2852964540482,-0.192659376134999,-0.0108660675801207,-0.00450433691675914
"46",0.193527691535926,0.123523370380965,0.187497083306077,-0.0824084509625314,-0.127526676110141,-0.0172062443965336
"47",0.154828170778944,0.291424977575758,0.156049912328392,-0.114564338713375,-0.174472805512609,0.0148996394780115
"48",0.143871072179052,0.142348575006661,0.134669260368148,-0.147922365667685,0.126699148433209,0.0308860390721011
